,AAC|A,AAC|C,AAC|F,AAC|H,AAC|I,AAC|K,AAC|L,AAC|M,AAC|P,AAC|R,AAC|S,AAC|V,AAC|W,PAAC|D,PAAC|C,PAAC|E,PAAC|G,PAAC|H,PAAC|I,PAAC|K,PAAC|P,PAAC|W,PAAC|V,PAAC|lambda1,PAAC|lambda2,PAAC|lambda3,PHYC|IEP,PHYC|Net Charge,PHYC|Hydrophobic Moment,PHYC|Hydrophobicity,PHYC|Transmembrane Propensity,PHYC|Aromacity,PHYC|Alpha Helical Propensity,PHYC|Aliphatic Index,PHYC|Boman Index,BLOSUM7,BLOSUM11,BLOSUM50,BLOSUM105,BLOSUM117,BLOSUM119,BLOSUM125,BLOSUM136,BLOSUM138,BLOSUM155,BLOSUM158,BLOSUM185,BLOSUM188,BLOSUM197,BLOSUM198,BLOSUM225,BLOSUM240,BLOSUM258,BLOSUM305,BLOSUM318,ZSCALE3,ZSCALE5,ZSCALE13,ZSCALE14,ZSCALE17,ZSCALE23,ZSCALE27,ZSCALE28,ZSCALE32,ZSCALE34,ZSCALE36,ZSCALE37,ZSCALE39,ZSCALE40,ZSCALE50,ZSCALE52,ZSCALE54,ZSCALE55,ZSCALE57,ZSCALE59,ZSCALE64,ZSCALE77,ZSCALE78,ZSCALE79
14,0.0,0.0,0.0,0.0,16.6666666666667,16.6666666666667,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.225758922242057,0.0,0.225758922242057,0.0,0.0,0.225758922242057,0.225758922242057,0.0,0.0,0.0,0.231423679264816,0.319286634962912,0.223530763530215,4.74886379241943,-1.23172888412915,0.665797883886837,0.933333333333334,-1.28,0.0,1.20833333333333,130.0,2.79666666666667,-3.0,2.0,-3.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.26,-2.49,1.49,0.5,-1.49,0.26,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8.33333333333333,0.0,8.33333333333333,0.0,8.33333333333333,16.6666666666667,8.33333333333333,0.0,8.33333333333333,8.33333333333333,8.33333333333333,0.0,0.0,0.226429221028234,0.0,0.226429221028234,0.0,0.0,0.226429221028234,0.452858442056468,0.226429221028234,0.0,0.0,0.290518637173561,0.179600863643899,0.303451278154306,8.68764667510986,0.835940377739835,0.374905379308785,0.691666666666667,-0.983333333333333,0.0833333333333333,1.0575,73.3333333333333,2.74083333333333,5.0,-3.0,4.0,-3.0,-1.0,-2.0,-1.0,1.0,-2.0,-1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,-0.11,-0.25,-1.71,-0.84,0.89,1.84,0.89,-2.49,-2.18,-1.46,2.39,-1.07,-1.39,0.67,1.3,1.94,0.54,-0.62,2.5,1.99,0.0,0.0,0.0,0.0
16,22.2222222222222,22.2222222222222,0.0,11.1111111111111,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.0,22.2222222222222,0.0,0.0,0.677360018347402,0.338680009173701,0.0,0.338680009173701,0.0,0.0,0.0,0.0,0.677360018347402,0.138043447366568,0.25787059154226,0.265405951917471,5.23966846466064,-1.16971571578092,0.161707552301701,-0.588888888888889,0.0622222222222221,0.0,1.17555555555556,130.0,-0.856666666666667,-4.0,-1.0,3.0,-4.0,-1.0,-2.0,0.0,1.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,-1.54,-0.85,-2.64,0.26,0.26,-0.11,-2.32,-0.14,0.24,-2.32,-0.14,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.564301007408024,0.0,0.564301007408024,0.0,0.0,0.0,0.0,0.0,0.0,0.237985585623731,0.22104551092801,0.258818399744247,8.95583515167236,1.73928063319228,0.119786152281539,-0.1375,-0.54875,0.0625,0.95625,48.75,2.783125,-3.0,4.0,-4.0,-1.0,-1.0,-1.0,-3.0,0.0,-2.0,-3.0,2.0,-1.0,0.0,1.0,-3.0,9.0,-1.0,-2.0,-3.0,-3.0,-1.49,0.84,0.36,-0.82,-2.18,3.71,-1.3,-1.49,0.5,-1.34,-2.54,2.44,0.04,-1.47,0.67,2.5,1.99,-0.17,-1.67,0.18,-0.82,2.5,-3.5,1.99
18,0.0,33.3333333333333,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.17267348490812,0.345346969816241,0.0,0.17267348490812,0.0,0.0,0.0,0.0,0.0,0.0,0.330043947188384,0.175338587825131,0.321943980078365,5.82255229949951,-0.258589604968873,0.207784358498793,0.25,-0.775,0.166666666666667,0.975,0.0,2.86,-4.0,-1.0,-4.0,-2.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,0.36,-0.82,0.93,3.71,1.94,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,14.2857142857143,0.0,14.2857142857143,14.2857142857143,0.0,0.0,28.5714285714286,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.177715921921752,0.177715921921752,0.0,0.177715921921752,0.0,0.0,0.0,0.30872129835972,0.247240538712203,0.266322241006326,11.9999677658081,2.54630164667318,0.328575300115899,1.0,-1.27714285714286,0.0,1.00714285714286,55.7142857142857,5.37,0.0,-2.0,-4.0,-3.0,-2.0,2.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.67,0.36,-0.82,-1.3,-3.5,1.95,0.26,2.5,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,7.69230769230769,30.7692307692308,0.0,0.0,0.0,0.0,7.69230769230769,0.0,0.0,23.0769230769231,0.0,0.0,0.0,0.0,0.706607824121672,0.353303912060836,0.176651956030418,0.0,0.0,0.0,0.0,0.0,0.0,0.235887447797702,0.394542506475672,0.192918089696209,7.8917200088501,0.72608857803968,0.720548155882231,0.684615384615385,-1.10153846153846,0.0,1.09615384615385,37.6923076923077,4.01769230769231,-4.0,-1.0,-3.0,-3.0,-1.0,-2.0,-3.0,1.0,-4.0,-3.0,-2.0,-3.0,-2.0,-1.0,-3.0,-3.0,-3.0,-2.0,0.0,0.0,3.71,-2.65,-3.5,1.99,-2.32,3.71,2.5,-3.5,1.62,-1.15,-4.28,-1.3,-0.72,0.84,-0.17,0.26,-0.34,-0.25,-4.06,-0.82,0.18,0.0,0.0,0.0
21,0.0,22.2222222222222,0.0,0.0,11.1111111111111,0.0,11.1111111111111,0.0,0.0,0.0,0.0,22.2222222222222,0.0,0.289158311120123,0.578316622240246,0.289158311120123,0.289158311120123,0.0,0.289158311120123,0.0,0.0,0.0,0.578316622240246,0.232962329072053,0.202330113252924,0.275549246554901,4.05002841949463,-2.18185360056018,0.205705388746151,-0.288888888888889,-0.0277777777777777,0.0,1.03888888888889,151.111111111111,-0.654444444444445,5.0,-3.0,-1.0,-3.0,-2.0,-3.0,-1.0,-2.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,-0.25,3.71,0.18,-2.64,1.93,-4.06,0.36,-1.3,-0.72,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.130857309086875,0.130857309086875,0.0,0.130857309086875,0.261714618173751,0.0,0.313043460522034,0.282323732486332,0.273775497904759,11.9999677658081,1.84725580264389,0.555051787313173,-0.45,-0.32625,0.25,0.9875,61.25,2.88875,-3.0,2.0,-3.0,-2.0,-2.0,2.0,0.0,1.0,-3.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.26,0.59,3.44,2.5,1.84,3.94,0.59,-2.32,-0.14,3.52,2.5,1.99,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,14.2857142857143,0.0,0.0,0.0,14.2857142857143,14.2857142857143,14.2857142857143,14.2857142857143,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23520021821351,0.0,0.0,0.263974568368651,0.26552846767418,0.235296745743659,9.75002117156982,0.760091614289302,0.619169518193358,-0.385714285714286,0.0485714285714285,0.142857142857143,0.994285714285714,55.7142857142857,1.52,-3.0,4.0,1.0,-3.0,-1.0,-2.0,-3.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.84,0.47,1.94,1.94,-1.12,2.5,-3.5,0.27,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,22.2222222222222,0.0,0.0,11.1111111111111,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.0,0.0,0.650161039719552,0.650161039719552,0.325080519859776,0.0,0.325080519859776,0.0,0.325080519859776,0.0,0.0,0.226276773673195,0.190988011632444,0.257654694834585,4.24032535552979,-2.24984116329381,0.300103109307778,0.0111111111111111,-0.823333333333333,0.111111111111111,1.01555555555556,43.3333333333333,1.20888888888889,-3.0,2.0,-1.0,-3.0,-1.0,-1.0,-4.0,0.0,-3.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.26,3.71,0.18,0.27,0.36,0.5,-1.44,0.26,-0.34,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,22.2222222222222,0.0,0.0,0.0,0.0,11.1111111111111,11.1111111111111,0.0,11.1111111111111,11.1111111111111,11.1111111111111,0.0,0.0,0.477262984986837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238631492493418,0.194169645319255,0.253853080465699,0.313345781721628,8.04392986297608,0.714176409857132,0.215885054425395,-0.388888888888889,-0.131111111111111,0.0,1.08555555555556,75.5555555555555,1.39555555555556,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,-0.02,3.71,0.18,2.5,1.15,-1.3,-1.49,-0.22,1.94,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,16.6666666666667,0.0,0.0,0.0,16.6666666666667,0.0,0.0,16.6666666666667,16.6666666666667,0.0,0.0,0.191497005709964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327953829003396,0.171131442401284,0.309417722885355,5.83636417388916,-0.238787624770854,0.168759526512957,0.266666666666667,-0.481666666666667,0.166666666666667,1.00166666666667,65.0,3.6183333333333296,-3.0,0.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,-0.62,1.93,-2.46,-2.18,-3.5,-1.3,-1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,16.6666666666667,0.0,0.0,8.33333333333333,0.0,0.0,8.33333333333333,0.0,8.33333333333333,0.0,16.6666666666667,8.33333333333333,8.33333333333333,0.0,0.0,0.0,0.0,0.294969003351943,0.0,0.0,0.294969003351943,0.294969003351943,0.294969003351943,0.213901878945488,0.26226192458405,0.228867193118519,6.71111621856689,-0.178837421790261,0.239163594441221,-0.583333333333333,-0.305833333333333,0.0833333333333333,1.05,73.3333333333333,1.18916666666667,-2.0,1.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-4.0,11.0,-3.0,-2.0,-1.0,-4.0,-3.0,-2.0,0.0,0.0,0.0,-1.54,-0.02,1.15,-1.39,1.95,-1.44,-2.32,0.6,-1.3,-0.72,-4.36,3.94,3.44,-1.59,2.0,-2.32,-0.14,1.3,0.5,-1.34,0.0,0.0,0.0,0.0
28,5.0,10.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,10.0,5.0,10.0,0.0,0.0,0.543554373928552,0.271777186964276,0.815331560892828,0.271777186964276,0.271777186964276,0.271777186964276,0.271777186964276,0.0,0.543554373928552,0.266689668884274,0.260434282369482,0.201098861781969,8.95660877227783,1.82926528342008,0.328912038094332,0.07,-0.5655,0.05,0.9555,53.5,1.8885,-3.0,0.0,-1.0,-3.0,-1.0,-2.0,-3.0,0.0,-2.0,7.0,-4.0,-3.0,6.0,-2.0,-2.0,-4.0,-2.0,-3.0,9.0,-2.0,1.06,-0.62,-1.12,-1.46,-2.64,3.71,2.5,-3.5,0.5,-1.34,-1.66,0.27,0.7,2.0,-0.38,1.95,3.9,0.09,0.26,-0.34,-0.14,-1.67,3.71,0.18
29,0.0,0.0,8.33333333333333,8.33333333333333,8.33333333333333,0.0,8.33333333333333,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.374137131189937,0.374137131189937,0.0,0.0,0.0,0.0,0.212756445288612,0.215063444555343,0.198042978966107,6.73925151824951,-0.154722199554112,0.190047492616629,-0.916666666666667,0.0308333333333332,0.25,0.923333333333334,65.0,1.445,-2.0,-1.0,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-2.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,-1.0,-2.0,0.0,0.0,0.0,0.43,-1.47,0.26,3.9,1.62,-1.12,-1.73,-1.71,-2.18,-1.46,3.05,1.62,-1.15,1.61,-1.47,1.94,0.54,-0.62,-1.07,-1.39,0.0,0.0,0.0,0.0
30,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,0.247244938770201,0.0,0.247244938770201,0.0,0.0,0.0,0.0,0.0,0.494489877540403,0.25386846116078,0.234691752194287,0.264194847874731,8.24971294403076,0.750190624190292,0.404398641654825,-0.26,-0.171,0.0,0.966,107.0,1.457,-4.0,-1.0,-2.0,-3.0,-2.0,-3.0,-3.0,-1.0,-3.0,-2.0,-3.0,-1.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,1.15,-1.39,1.62,1.04,-4.06,0.36,2.5,1.99,-2.59,-2.64,-0.85,-0.02,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
